Incident ID,Incident Date,state,City_Or_County,Address,n_killed,n_injured
2292673,5/1/2022,Texas,Austin,E 7th St and Trinity St,0,2
2291638,5/1/2022,Ohio,Columbus,5730 Cleveland Ave,1,0
2291785,5/1/2022,Ohio,Columbus,2047 Hamilton Ave,1,0
2292664,5/1/2022,Oklahoma,Hooker,Jefferson St and Panhandle St,1,0
2292741,5/1/2022,Connecticut,Hartford,256 Mather St,0,1
2292642,5/1/2022,New York,Syracuse,200 block of Bellevue Ave,0,1
2292638,5/1/2022,South Carolina,Gaffney,129 Providence Creek Rd,1,0
2292633,5/1/2022,California,Oakland,14th St and Peralta St,0,2
2292611,5/1/2022,South Carolina,North Charleston,3303 Spruill Ave,0,1
2292324,5/1/2022,Illinois,Chicago,100 block of N Wabash Ave,0,2
2291844,5/1/2022,California,Cathedral City,37000 block of Palo Verde Dr,0,1
2291752,5/1/2022,Arizona,Yuma,11th St and Ave A,0,1
2291662,5/1/2022,Illinois,Chicago,4400 block of N Central Park Ave,0,1
2292607,5/1/2022,South Carolina,Jacksonboro,300 block of Perkins Path,1,0
2291633,5/1/2022,Illinois,Chicago,201 E Walton Pl,1,0
2292510,5/1/2022,Kansas,Wichita,3000 block of S Elizabeth Ave,1,0
2292471,5/1/2022,Florida,Dade City,Jodi West Dr,1,1
2292594,5/1/2022,Georgia,Athens,Dowdy Rd and Old Epps Bridge Rd,0,1
2292459,5/1/2022,Florida,Haines City,7140 State Rd 544,1,2
2291837,5/1/2022,California,Turlock,6600 block of S Mitchell Rd,1,0
2291745,5/1/2022,Alabama,Montgomery,500 block of E Patton Ave,1,2
2292570,5/1/2022,Arkansas,Little Rock,6400 block of Butler Rd,0,2
2293241,5/1/2022,Illinois,Rock Island,2930 18th Ave,0,1
2292195,5/1/2022,Tennessee,Clarksville,708 Power St,1,0
2292531,5/1/2022,Georgia,Bainbridge,Bethel Rd and Garner Rd,0,1
2292520,5/1/2022,Maryland,Baltimore,1000 block of McCulloh St,0,1
2292516,5/1/2022,Maryland,Baltimore,900 block of Pennsylvania Ave,0,1
2292508,5/1/2022,Maryland,Baltimore,500 block of E Cold Spring Ln,1,0
2294707,5/1/2022,Louisiana,New Orleans,6000 block Wales St,1,0
2293211,5/1/2022,Minnesota,Minneapolis,N/A,0,1
2292490,5/1/2022,Colorado,Colorado Springs,3000 Jet Wing Dr,0,1
2292150,5/1/2022,Arizona,Phoenix,Indian School Rd and 51st Ave,1,0
2292452,5/1/2022,Florida,Tarpon Springs,Safford Ave and Boyer St,0,6
2292123,5/1/2022,Virginia,Petersburg,1 Hayden Dr,0,1
2292666,5/1/2022,New Mexico,El Prado,Fresquez Rd,2,0
2292360,5/1/2022,Michigan,Detroit,17200 block of Charest St,1,0
2291854,5/1/2022,District of Columbia,Washington,Georgia Ave NW and Allison St NW,0,1
2292439,5/1/2022,District of Columbia,Washington,R St NE and First St NE,0,1
2291862,5/1/2022,Wisconsin,Milwaukee,2200 block of Vel R Phillips Ave,0,1
2293282,5/1/2022,Nebraska,Aurora,N/A,1,0
2291689,5/1/2022,Florida,Orlando,5533 International Dr,0,1
2292424,5/1/2022,Indiana,Fort Wayne,4500 block of Gaywood Dr,0,1
2291685,5/1/2022,Minnesota,Minneapolis,1000 block of 26th Ave SE,0,2
2291730,5/1/2022,North Carolina,Clinton,150 Veterans Lane,1,2
2292411,5/1/2022,Pennsylvania,Pittsburgh,3806 Acorn St,0,3
2292398,5/1/2022,Indiana,Indianapolis,7600 block of Horsetail Dr,0,2
2291672,5/1/2022,Florida,Jacksonville,4200 Moncrief Rd W,0,1
2292392,5/1/2022,Illinois,Chicago,8700 block of S Commercial Ave,0,2
2292387,5/1/2022,Michigan,Detroit,4711 Vernor Hwy,0,1
2292380,5/1/2022,Illinois,Chicago,400 block of S Pulaski Ave,0,2
2291665,5/1/2022,Illinois,Chicago,3900 block of W North Ave,0,2
2292376,5/1/2022,Michigan,Detroit,14900 block of Corbett Ave,1,0
2292755,5/1/2022,Ohio,Mansfield,1050 W 4th St,1,0
2292373,5/1/2022,Illinois,Chicago,1400 block of S St Louis Ave,0,1
2291976,5/1/2022,New York,New York (Manhattan),140 W 102nd St,1,0
2292365,5/1/2022,Pennsylvania,Philadelphia,W Weaver St,0,1
2292362,5/1/2022,Illinois,Chicago,2400 block of S Western Ave,0,1
2291660,5/1/2022,Illinois,Chicago,300 block of W 64th St,0,1
2291654,5/1/2022,Illinois,Chicago,100 block of E 23rd St,0,1
2291674,5/1/2022,Florida,Jacksonville,7304 Lem Turner Rd,1,0
2292403,5/1/2022,Pennsylvania,Pittsburgh (Wilkinsburg),1400 block of Franklin Ave,1,0
2293150,5/1/2022,Florida,Gainesville,105 SW 3rd St,1,0
2298216,5/1/2022,Florida,West Palm Beach,Hiawatha Ave,0,1
2292332,5/1/2022,Pennsylvania,Philadelphia,Baynton St and Pastorius St,1,0
2292330,5/1/2022,Ohio,Cleveland,14700 block of Elm Ave,0,1
2292417,5/1/2022,Arizona,Phoenix,W Southern Ave and S 19th Ave,0,1
2292315,5/1/2022,Florida,Pensacola,2200 block of E Hernandez St,0,1
2292322,5/1/2022,Florida,Jacksonville,1646 W 45th St,0,1
2291812,5/1/2022,Ohio,Toledo,2200 block of N Erie St,1,0
2291635,5/1/2022,Illinois,Frankfort,7928 Lincoln Hwy,1,0
2293116,5/1/2022,Oregon,Portland,SE 61st Ave and SE Harold St,0,1
2293114,5/1/2022,Oregon,Eugene,500 E 18th Ave,0,1
2292239,5/1/2022,Virginia,Manassas,7411 Hoadly Rd,0,2
2292310,5/1/2022,Oregon,Trail,OR-227,0,1
2292290,5/1/2022,Texas,Dallas,3700 block of McNeil St,1,1
2292271,5/1/2022,Virginia,Richmond,Midlothian Turnpike,0,1
2294544,5/1/2022,Oklahoma,Hugo,402 S F St,0,1
2292232,5/1/2022,Virginia,Roanoke,600 block of Westside Blvd NW,0,3
2291612,5/1/2022,Kansas,Kansas City,222 N 6th St,1,2
2292248,5/1/2022,Virginia,Portsmouth,2600 Frederick Blvd,0,2
2292613,5/1/2022,South Carolina,North Charleston,US-52 and Ashley Phosphate Rd,1,3
2292589,5/1/2022,California,Anaheim,1151 N La Palma Pkwy,1,0
2293060,5/1/2022,New Jersey,Hoboken,300 block of Jackson St,0,1
2293067,5/1/2022,Virginia,Salem,4100 block of Daugherty Rd,0,2
2293054,5/1/2022,New Jersey,Newark,50 block of Hillside Ave,0,1
2293072,5/1/2022,New Jersey,Jersey City,Christopher Columbus Dr,0,1
2292729,5/1/2022,Tennessee,Memphis,4230 Powers Rd,0,1
2292497,5/1/2022,Pennsylvania,Elizabethtown,910 N Hanover St,0,0
2293811,5/1/2022,Louisiana,New Orleans,McArthur Blvd and Westbend Pkwy,1,0
2291823,5/1/2022,New Jersey,Trenton,859 Beatty St,1,2
2292646,5/1/2022,California,Bakersfield,700 block of Panorama Dr,1,1
2292166,5/1/2022,Kentucky,Bowling Green,19 E 13th Ave,1,0
2294237,5/1/2022,Mississippi,Corinth,Co Rd 182,1,0
2291791,5/1/2022,Kentucky,Lexington,W High St and Versailles Rd,1,0
2301461,5/1/2022,Arkansas,Forrest City,Cherry St,1,1
2292390,5/1/2022,Michigan,Detroit,13500 block of Rockdale St,1,0
2291815,5/1/2022,California,Ducor,N/A,1,0
2292130,5/1/2022,Virginia,Colonial Heights,2126 Ruffin Mill Rd,1,0
2292999,5/2/2022,New York,Rochester,Lake Ave,0,1
2292995,5/2/2022,California,Union City,2500 Medallion Dr,0,1
2293685,5/2/2022,Arkansas,Sherwood,N/A,1,0
2292701,5/2/2022,Kentucky,Louisville,4400 block of Plantus Place,1,0
2293648,5/2/2022,South Carolina,Orangeburg,Maple St,0,1
2293646,5/2/2022,South Carolina,Conway,330 Commonwealth Cir,0,1
2292926,5/2/2022,Illinois,Chicago,7100 block of S Honore,0,1
2293639,5/2/2022,California,Fresno,Thomas Ave and Bond Ave,0,1
2293636,5/2/2022,Texas,Fort Worth,2900 block of Garden Bell Way,0,1
2293431,5/2/2022,Colorado,Colorado Springs,3290 Austin Bluffs Pkwy,0,2
2293755,5/2/2022,Texas,San Antonio,SW 24th St and W Commerce St,1,0
2292748,5/2/2022,Texas,Katy,22300 block of Guston Hall Ln,1,0
2293546,5/2/2022,New York,Niagara Falls,628 Ninth St,1,0
2293565,5/2/2022,Arkansas,Augusta,201 Fairfield St,1,0
2295063,5/2/2022,Wisconsin,Milwaukee (Glendale),6420 N Sunset Lane,1,0
2293517,5/2/2022,Virginia,Montpelier,16601 Mountain Rd Rd,1,0
2292799,5/2/2022,North Carolina,Charlotte,1430 Alleghany St,0,0
2293509,5/2/2022,California,Pasadena,1700 block of N Fair Oaks Ave,1,0
2292828,5/2/2022,Virginia,Petersburg,1200 block of Grant Ave,1,0
2293495,5/2/2022,Texas,Dallas,100 block of Turtle Creek Blvd,0,2
2293451,5/2/2022,Tennessee,Chattanooga,600 block of W 13th St Ct,0,2
2292557,5/2/2022,Wisconsin,Milwaukee,N 33rd St and W Center St,1,0
2292609,5/2/2022,South Carolina,Ladson,3825 Ladson Rd,1,0
2292443,5/2/2022,Florida,Panama City Beach,8901 Front Beach Rd,0,1
2292473,5/2/2022,Colorado,Pueblo,Lincoln St and W Orman Ave,2,0
2293383,5/2/2022,Missouri,Saint Louis,5969 Plymouth Ave,0,1
2293376,5/2/2022,Texas,Houston,10100 block of Woodwick St,0,1
2294097,5/2/2022,Pennsylvania,Middleburg,Molly Ln,0,1
2292475,5/2/2022,Pennsylvania,Hanover,6800 block of Cannery Rd,0,1
2292738,5/2/2022,Texas,Houston,3800 block of Mt Pleasant St,0,1
2293358,5/2/2022,Kansas,Kansas City,1900 block of N 73rd Ter,1,0
2293355,5/2/2022,Texas,Houston,3130 Southwest Fwy,0,1
2292825,5/2/2022,North Dakota,Bismarck,2500 E Broadway Ave,1,0
2292300,5/2/2022,Kentucky,Flatwoods,100 block of East St,0,1
2292821,5/2/2022,Virginia,Newport News,600 block of 36th St,1,0
2295689,5/2/2022,Vermont,Winooski,98 Malletts Bay Ave,0,1
2293322,5/2/2022,Ohio,Canton,2100 block of 7th St NE,1,0
2304775,5/2/2022,Georgia,Atlanta (College Park),Godby Rd,1,0
2292676,5/2/2022,Illinois,Chicago,500 block of N Pulaski Ave,0,1
2292567,5/2/2022,Arizona,Phoenix,5030 W McDowell Rd,0,1
2293315,5/2/2022,Ohio,Toledo,Central Ave and Upton Ave,0,1
2293298,5/2/2022,District of Columbia,Washington,1600 block of Benning Rd NE,1,0
2292419,5/2/2022,Maryland,Greenbelt,10 block of Plateau Pl,0,1
2293289,5/2/2022,Florida,Clearwater,800 block of LaSalle St,1,0
2294061,5/2/2022,North Carolina,Snow Hill,4582 NC-123,1,0
2292627,5/2/2022,Oklahoma,Tulsa,N Yale Ave and E Pine St,0,1
2294045,5/2/2022,Illinois,Chicago,1000 block of West Bryn Mawr Ave,2,0
2293275,5/2/2022,Maryland,Baltimore,N/A,0,1
2293267,5/2/2022,Maryland,Baltimore,N Gilmor St and Baker St,0,1
2294700,5/2/2022,Indiana,Indianapolis,3202 E 42nd St,1,0
2293253,5/2/2022,Maryland,Elkton,100 block of E Village Dr,1,0
2294749,5/2/2022,Indiana,Indianapolis,6400 block of Jaguar Pl,1,0
2292406,5/2/2022,Arizona,Phoenix,40th St and St Charles Ave,0,1
2292537,5/2/2022,Maryland,Baltimore,125 N Hilton St,0,0
2293156,5/2/2022,Florida,Jacksonville,7900 block of Moncrief Dinsmore Rd,1,0
2293227,5/2/2022,Wisconsin,Milwaukee,1900 block of W Cornell St,0,1
2292997,5/2/2022,Louisiana,New Orleans,I-10 and Carrollton Exit,0,1
2293704,5/2/2022,Arkansas,Little Rock,8510 Scott Hamilton Dr,1,0
2292936,5/2/2022,New York,Bronx,3414 Irwin Ave,1,0
2292881,5/2/2022,Minnesota,Minneapolis,2700 block of Pillsbury Ave S,0,1
2293175,5/2/2022,Florida,North Miami Beach,NE 180th St and NE 6th Ave,1,1
2292448,5/2/2022,Oklahoma,Tulsa,E 77th St and S Sheridan Rd,1,0
2292437,5/2/2022,Wisconsin,Milwaukee (Wauwatosa),N/A,0,1
2293940,5/2/2022,Arizona,Tucson,100 block of W Kentucky St,1,0
2292429,5/2/2022,Florida,Miami Gardens,600 block of NW 177th St,0,1
2294669,5/2/2022,Indiana,Indianapolis,2500 block of N Sherman Dr,1,0
2292378,5/2/2022,Michigan,Detroit,8031 Gratiot Ave,0,1
2292367,5/2/2022,Michigan,Flint,1900 block of Miller Rd,0,1
2292358,5/2/2022,Illinois,Chicago,N/A,0,1
2293159,5/2/2022,Florida,Jacksonville,Walnut St,0,1
2293855,5/2/2022,Pennsylvania,Philadelphia,1100 block of Mifflin St,0,1
2300197,5/2/2022,Missouri,Oak Grove,32910 E Oak Hill School Rd,2,0
2293850,5/2/2022,Ohio,Columbus,W Rich St and S Civic Center Dr,0,2
2320584,5/2/2022,Florida,Belle Glade,SW 8th St and SW Ave B Pl,0,1
2292743,5/2/2022,Pennsylvania,Newtown (Upper Makefield),100 block of Timber Ridge Rd,2,0
2292327,5/2/2022,Ohio,Cleveland,Alonzo Ave and E 156th St,0,2
2292319,5/2/2022,Illinois,Chicago,7400 block of N Paulina St,0,1
2293140,5/2/2022,Illinois,Chicago,3601 W Grand Ave,0,2
2292687,5/2/2022,Illinois,Waukegan,2000 block of North Ave,1,0
2293302,5/2/2022,Washington,Spokane,1600 block of E Dalton Ave,0,1
2296046,5/2/2022,Washington,Federal Way,1300 block of SW Campus Dr,1,0
2294549,5/2/2022,Maine,Lewiston,Horton St and Pine St,0,1
2292887,5/2/2022,North Carolina,Tabor City,N Lewis St,1,0
2295340,5/2/2022,Idaho,Coeur D Alene (Coeur D'alene),1900 block of N Eighth St,0,2
2300823,5/2/2022,Mississippi,Raymond,Jackson-Raymond Rd and McFarland Rd,1,0
2292253,5/2/2022,Virginia,Portsmouth,2200 block of Richmond Ave,1,0
2293098,5/2/2022,Louisiana,Lafayette,800 block of Gilman Rd,0,1
2293084,5/2/2022,Kentucky,Louisville (Jeffersontown),Blankenbaker Pkwy and Bluegrass Pkwy,0,1
2293809,5/2/2022,Louisiana,Abita Springs,Pansy St and Progress St,1,0
2293062,5/2/2022,Louisiana,New Orleans,4500 block of Croyden Ave,0,1
2293801,5/2/2022,Alabama,Ozark,US-231 and Deese Rd,1,0
2293047,5/2/2022,Virginia,Norfolk,700 block of Granby St,0,1
2293795,5/2/2022,Alabama,Theodore,5592 US-90,0,1
2294398,5/2/2022,California,Oxnard,Rubio Cir,0,1
2292736,5/2/2022,Tennessee,Nashville,West End Ave and 31st Ave S,0,1
2292983,5/2/2022,California,Santa Rosa,Sunset Ave and McMinn Ave,0,1
2298972,5/3/2022,Utah,Cedar Valley,N/A,1,0
2293692,5/3/2022,North Carolina,Greensboro,400 block of McIntosh St,0,1
2293632,5/3/2022,West Virginia,Bluefield,800 block of Frederick St,0,2
2294140,5/3/2022,Tennessee,Memphis,2700 block of Jeffrey Ave,1,0
2296645,5/3/2022,Wisconsin,Ashland,1900 Beaser Ave,0,0
2293486,5/3/2022,Texas,Tyler,800 block of W Bow St,0,1
2293454,5/3/2022,Tennessee,Chattanooga,1521 Hickory Valley Rd,1,0
2294145,5/3/2022,Tennessee,Nashville,1500 block of 14th Ave N,1,0
2294240,5/3/2022,New York,Pulaski,Maple Ave,1,0
2293814,5/3/2022,Louisiana,Baton Rouge,1190 block of Bob Pettit Blvd,1,1
2294235,5/3/2022,New York,Syracuse,200 block of Chavez Terr,0,1
2295147,5/3/2022,California,Barstow,32400 block of Jiggs Rd,1,0
2293374,5/3/2022,Texas,Houston,10965 S Gessner Rd,1,0
2293521,5/3/2022,Virginia,Fredericksburg,800 block of Bellows Ave,0,2
2293341,5/3/2022,Oklahoma,Oklahoma City,100 block of SW 65th St,0,2
2293603,5/3/2022,Louisiana,Baton Rouge,2100 block of North 39th St,0,5
2293471,5/3/2022,Texas,Adkins,11700 block of Loop 107,1,0
2293961,5/3/2022,Michigan,Taylor,Eureka Rd and Beech Daly Rd,0,1
2293555,5/3/2022,New York,Bronx,E Burnside Ave,1,2
2294169,5/3/2022,California,San Jose,100 block of Gramercy Place,0,1
2293548,5/3/2022,Georgia,Atlanta (East Point),1360 Virginia Ave,1,0
2294166,5/3/2022,California,San Jose,3200 block of Williamsburg Dr,0,2
2293540,5/3/2022,New York,Niagara Falls,700 block of Pine Ave,0,1
2293530,5/3/2022,New York,Brooklyn,165 York St,0,1
2293513,5/3/2022,Georgia,Savannah,2200 block of E 37th St,0,2
2293501,5/3/2022,California,Los Angeles,100 block of W 5th St,1,0
2293480,5/3/2022,Illinois,Chicago,7300 block of S East End Ave,0,1
2293490,5/3/2022,Illinois,Chicago,7600 block of S East End Ave,0,1
2293120,5/3/2022,Illinois,Chicago,1000 block of Jackson St,1,0
2294123,5/3/2022,Texas,Dallas,7932 S Great Trinity Forest Way,1,0
2294080,5/3/2022,Wisconsin,Milwaukee,N 44th St and W Auer Ave,1,1
2293462,5/3/2022,Tennessee,Jackson,104 Lincoln Cir,1,0
2293937,5/3/2022,Texas,El Paso,Noble St and Myrtle Ave,0,1
2293511,5/3/2022,Georgia,Savannah,500 block of Brewer St,1,0
2293439,5/3/2022,Colorado,Aurora,900 block of N Elkhart St,0,1
2294913,5/3/2022,Pennsylvania,Philadelphia,3400 block of N Broad St,0,1
2293401,5/3/2022,Colorado,Aurora,15800 block of E Colfax Ave,0,1
2293399,5/3/2022,New Jersey,Newark,S 17th St and 18th Ave,0,1
2294089,5/3/2022,New Jersey,Paterson,Auburn St and Fair St,1,0
2294903,5/3/2022,Utah,Park City,N/A,0,1
2293369,5/3/2022,Texas,Houston,3500 block of Elgin St,0,1
2293913,5/3/2022,Florida,Bunnell,S Pine St and E Booe St,1,1
2293351,5/3/2022,Missouri,Saint Louis,4200 block of N Grand Blvd,1,1
2305659,5/3/2022,California,Long Beach,1600 Atlantic Ave,0,0
2296305,5/3/2022,Texas,Center,Tenaha St and Malone St,0,1
2293422,5/3/2022,Georgia,Warner Robins,200 block of Terry Kay Cir,0,1
2294388,5/3/2022,California,San Diego,4400 block of Morena Blvd,1,0
2293306,5/3/2022,Florida,Tallahassee,3000 block of S Adams St,0,1
2293304,5/3/2022,Nebraska,Bellevue,Sunbury Dr and Victoria Ave,1,0
2293488,5/3/2022,Illinois,Chicago,3700 block of W Chicago Ave,1,0
2293294,5/3/2022,District of Columbia,Washington,Florida Ave NE and 5th St NE,0,1
2294393,5/3/2022,California,Berkeley,1100 block of Channing Way,1,1
2294840,5/3/2022,Pennsylvania,Philadelphia,100 block of E Cambria St,0,1
2293475,5/3/2022,Illinois,Chicago,5100 block of S Hermitage Ave,1,1
2293720,5/3/2022,South Carolina,York,Sutton Spring Rd,1,0
2293127,5/3/2022,Illinois,Chicago,7400 block of N Wolcott Ave,1,1
2293273,5/3/2022,Maryland,Baltimore,700 block of W Baltimore St,0,1
2294043,5/3/2022,South Carolina,Summerville,N/A,0,1
2294031,5/3/2022,Iowa,Ottumwa,500 block of E Main St,0,1
2293577,5/3/2022,Texas,Dallas,1323 E Waco Ave,1,0
2294026,5/3/2022,Georgia,Lagrange,N/A,0,0
2293707,5/3/2022,Texas,Laredo,N India Ave and Guerrero St,1,0
2294003,5/3/2022,Georgia,Valdosta,1000 block of N Lee St,1,0
2307343,5/3/2022,Pennsylvania,Kennett Square,415 McFarlan Rd,0,1
2293437,5/3/2022,Tennessee,Memphis,2153 Frayser Blvd,1,0
2294719,5/3/2022,Louisiana,New Orleans,2000 block N Johnson St,0,1
2293183,5/3/2022,Minnesota,Rochester,1224 Eastgate Dr SE,0,1
2293743,5/3/2022,Minnesota,Minneapolis (Brooklyn Park),Regent Ave and Brooklyn Blvd,0,1
2293920,5/3/2022,Maryland,Upper Marlboro,9900 block of Rosaryville Rd,1,0
2293216,5/3/2022,Florida,Pembroke Pines,13600 block of NW 4th St,1,0
2293444,5/3/2022,Colorado,Denver,E 40th Ave and N Josephine St,1,0
2293219,5/3/2022,Florida,Orlando,3900 block of Clarcona Ocoee Rd,1,0
2298327,5/3/2022,Maryland,Salisbury,Rockawalkin Rd,1,0
2297563,5/3/2022,West Virginia,Martinsburg,47 Landfill Dr,1,0
2294515,5/3/2022,Kansas,Cowley (county),N/A,0,4
2294692,5/3/2022,Indiana,Indianapolis,3400 block of Caroline St,3,0
2293179,5/3/2022,Florida,Fort Lauderdale,NW 27th Ave and NW 6th St,1,0
2294682,5/3/2022,Pennsylvania,Pittsburgh,500 block of Maytide St,1,0
2293925,5/3/2022,Florida,Jacksonville,W 23rd St and Gladys St,1,2
2293908,5/3/2022,New York,Selden,55 Hollywood Ave,2,0
2293774,5/3/2022,Indiana,Indianapolis,1856 N Rural St,1,0
2293895,5/3/2022,Florida,Greenacres,500 block of Fleming Ave,1,0
2293162,5/3/2022,Pennsylvania,Erie,N/A,0,1
2294924,5/3/2022,Pennsylvania,Philadelphia,9300 block of Roosevelt Blvd,0,1
2305450,5/3/2022,District of Columbia,Washington,700 Block of Brandywine St SE,1,0
2293862,5/3/2022,Ohio,Brunswick,4300 block of Southwick Blvd,1,0
2315962,5/3/2022,Arizona,Lakeside,2000 block of Andelyn Ct,0,1
2294153,5/3/2022,California,Compton,1530 S Wilmington Ave,1,1
2293844,5/3/2022,Pennsylvania,Philadelphia,100 block of E Fisher Ave,0,1
2293145,5/3/2022,Illinois,Chicago,1000 block of N Springfield Ave,0,1
2293143,5/3/2022,Illinois,Chicago,2300 block of W Jackson Blvd,0,1
2293568,5/3/2022,Arizona,Tucson,5301 E Glenn St,3,0
2293122,5/3/2022,Illinois,Chicago,400 block of S Wells St,0,4
2294578,5/3/2022,Washington,Tacoma,8810 S Hosmer St,0,1
2294477,5/3/2022,Texas,Beaumont,3580 S Martin Luther King Jr Pkwy,0,5
2298197,5/3/2022,Washington,Everett,3800 block of Smith Ave,1,0
2294556,5/3/2022,Nebraska,Omaha,2200 N 20th St,0,1
2295343,5/3/2022,Arkansas,Hope,600 block of S Walnut St,1,0
2293835,5/3/2022,Mississippi,Lexington,325 Depot St,1,0
2294460,5/3/2022,Missouri,Platte City,Running Horse Rd and NW 132nd St,1,0
2294462,5/3/2022,Louisiana,Baton Rouge,Terrace Ave,0,1
2293052,5/3/2022,Virginia,Richmond,200 block of W Coutts St,1,0
2294306,5/3/2022,Missouri,Saint Louis,3400 block of Blair Ave,0,1
2293806,5/3/2022,Louisiana,New Orleans,600 block of Felicity St,0,1
2293751,5/3/2022,Texas,San Antonio,3203 Bolmore Dr,1,0
2293783,5/3/2022,Connecticut,Norwich,400 block of E Main St,0,1
2293740,5/3/2022,Texas,Brady,N Bridge St and Crothers Ave,0,1
2294386,5/3/2022,Connecticut,New Haven,Mape St and Brownell St,0,1
2294375,5/3/2022,Ohio,Cleveland,St. Clair Ave,1,0
2293468,5/3/2022,Virginia,Norfolk,900 block of E Virginia Beach Blvd,1,1
2293762,5/3/2022,Texas,San Antonio,S Hackberry and W Drexel Ave,0,1
2293581,5/3/2022,Kentucky,Lexington,E 4th St,0,1
2293759,5/3/2022,Alabama,Mobile (Prichard),Eastland Dr and Lott Rd,1,0
2294086,5/3/2022,New Jersey,Edison,100 Municipal Blvd,0,1
2293537,5/3/2022,Kentucky,Louisville,300 block of Macon Ave,1,0
2303215,5/3/2022,Mississippi,Hollandale,Sandifer Rd,1,0
2294198,5/3/2022,Virginia,Portsmouth,4100 block of Meadowview Rd,0,2
2294205,5/3/2022,Virginia,Suffolk,2210 E Washington St,1,1
2295169,5/4/2022,Georgia,Savannah,2200 block of Waters Ave,0,1
2293999,5/4/2022,New York,Buffalo,50 block of Donovan Dr,1,0
2293943,5/4/2022,Texas,Houston,14300 Gulf Fwy,0,2
2295158,5/4/2022,Georgia,Atlanta,2770 Lenox Rd NE,1,0
2294528,5/4/2022,Massachusetts,Randolph,14 Condlin Dr,0,1
2294355,5/4/2022,Texas,Houston,9446 E Ave L,0,1
2294225,5/4/2022,Virginia,Manassas,7500 block of Helmsdale Pl,0,2
2294076,5/4/2022,Illinois,Rockford,2500 block of 17th Ave,1,0
2295963,5/4/2022,Texas,Victoria,2300 block of Mistletoe Ave,0,1
2294179,5/4/2022,New Jersey,Newark,92 Irvine Turner Blvd,0,3
2293994,5/4/2022,New York,Brooklyn,1550 Sterling Pl,1,0
2300563,5/4/2022,California,Pasadena,1100 block of Lincoln Ave,0,1
2293911,5/4/2022,New York,Brooklyn,932 Broadway,0,1
2295951,5/4/2022,Texas,San Antonio,734 Glamis Ave,0,0
2295098,5/4/2022,California,Vallejo,3400 block of Hazelwood St,1,0
2294268,5/4/2022,New York,Buffalo,136 Person St,1,0
2294163,5/4/2022,Kentucky,Stanton,125 Pinecreek Dr,0,1
2293996,5/4/2022,New York,Albany,Stanwix St,1,1
2294289,5/4/2022,Tennessee,Johnson City,500 Washington Ave,0,2
2295054,5/4/2022,Virginia,Portsmouth,3300 block of Portsmouth Blvd,0,1
2294350,5/4/2022,Ohio,Columbus,455 S Westgate Ave,1,1
2294188,5/4/2022,Virginia,Richmond,Spotsylvania St,0,1
2304010,5/4/2022,Mississippi,Greenwood,107 Dionyse St,0,3
2293988,5/4/2022,Minnesota,Saint Paul,700 block of Edmund Ave,1,0
2294158,5/4/2022,Kentucky,Louisville,15th St and St. Catherine St,0,1
2294365,5/4/2022,California,Chula Vista,Olympic Pkwy and Town Center Dr,0,1
2294566,5/4/2022,Illinois,Des Plaines,402 W Touhy Ave,1,0
2294069,5/4/2022,Illinois,Oak Park,202 Scoville Ave,0,0
2294264,5/4/2022,New York,Staten Island,Holland Ave and Richmond Terr,0,1
2294017,5/4/2022,South Carolina,Aiken,Hampton Ave and Assembly St,1,0
2294984,5/4/2022,Maryland,Cumberland,202 Memorial Ave,1,0
2294898,5/4/2022,Maryland,Fort Washington,2400 block of Corning Ave,1,0
2294300,5/4/2022,Wisconsin,Milwaukee,2958 N 12th St,1,0
2294952,5/4/2022,Maryland,Baltimore,500 N Pulaski St,1,0
2294889,5/4/2022,District of Columbia,Washington,2300 block of Green St SE,1,0
2295008,5/4/2022,Ohio,Cleveland,W 46th St and Train Ave,1,0
2294933,5/4/2022,Delaware,Wilmington,2150 Melson Rd,0,1
2296179,5/4/2022,California,Sacramento,5100 block of Southwest Ave,1,0
2294001,5/4/2022,Maryland,West Mifflin,900 block of B Dr,0,1
2294150,5/4/2022,Virginia,Roanoke,1200 block of Hanover Ave NW,1,0
2294107,5/4/2022,Pennsylvania,Chester,1100 W 3rd St,1,0
2294103,5/4/2022,Illinois,Champaign,W Beardsley Ave and N Mckinley Ave,0,1
2294906,5/4/2022,Maryland,Baltimore,12 N Eutaw St,0,1
2294892,5/4/2022,Maryland,District Heights,6700 block of Alpine St,0,2
2294677,5/4/2022,Michigan,Flint,201 W Pierson Rd,1,0
2293992,5/4/2022,Maryland,Baltimore,2400 block of Greenmount Ave,0,1
2294581,5/4/2022,Washington,Federal Way,S 317th St and 28th Ave S,1,0
2294283,5/4/2022,Illinois,Chicago,4500 block of S Paulina St,1,0
2294589,5/4/2022,Illinois,Chicago,7800 block of S Constance Ave,1,0
2294072,5/4/2022,Illinois,Chicago,4800 block of N Albany Ave,0,1
2306477,5/4/2022,Mississippi,Hattiesburg,Katie Ave and Charles St,0,1
2295623,5/4/2022,New York,Clifton Park,1 Kensington Ct,0,1
2293953,5/4/2022,Florida,Miami,7126 NW 14th Pl,1,0
2294052,5/4/2022,California,Riverside,4505 Rose Ave,2,1
2294404,5/4/2022,California,Bakersfield,2501 River Blvd,1,0
2294820,5/4/2022,Colorado,Englewood (Greenwood Village),5901 S University Blvd,0,1
2294815,5/4/2022,Alabama,Mobile,500 block of Crawford Ln,0,1
